"Age","Elo","OppElo","Mean_CP","Std_CP","Time","WL","WhiteWL","Name"
17,2635,2445,23.4444444444444,48.4307194990428,9,0,0,"niemann"
17,2635,2557,16.625,12.3659478676997,9,1,1,"niemann"
17,2635,2501,46.1754385964912,78.1665170387226,9,0,0,"niemann"
17,2635,2663,17.037037037037,19.7804905466929,9,0,1,"niemann"
17,2645,2359,15.1935483870968,21.9445047864512,9,1,1,"niemann"
17,2645,2448,18.9620253164557,42.0404088387909,9,1,1,"niemann"
17,2645,2530,13.7586206896552,23.4363197568185,9,1,0,"niemann"
17,2645,2504,19.2083333333333,28.205733562471,9,0,0,"niemann"
17,2645,2579,23.0833333333333,47.4767710076279,9,1,1,"niemann"
17,2645,2604,24.0434782608696,48.7779351399969,9,1,0,"niemann"
17,2645,2466,29.527027027027,41.3995642135005,9,0,0,"niemann"
17,2645,2469,19.734693877551,36.2966800078442,9,1,0,"niemann"
17,2645,2437,51.2702702702703,65.3642140661118,9,0,0,"niemann"
17,2645,2251,14.9787234042553,15.0368957274261,9,0,0,"niemann"
17,2645,2382,59.0714285714286,103.73717808193,9,1,1,"niemann"
17,2645,2466,34.5593220338983,134.200990692993,9,0,1,"niemann"
17,2645,2353,13.0263157894737,17.1676736482313,9,1,1,"niemann"
17,2645,2417,18.875,27.7660154307964,9,1,0,"niemann"
17,2645,2344,54.3333333333333,78.50862479159,9,1,1,"niemann"
17,2645,2476,20.9166666666667,42.7271568101367,9,0,1,"niemann"
17,2645,2434,32.9142857142857,48.1672157412997,9,1,1,"niemann"
17,2645,2592,20.2676056338028,88.6458375054478,9,0,1,"niemann"
17,2642,2676,20.9583333333333,37.0575101426285,9,1,1,"niemann"
17,2642,2674,53.1363636363636,142.566139724004,9,1,1,"niemann"
17,2642,2684,33.5645161290323,38.957572957586,9,1,0,"niemann"
17,2642,2600,21.2,48.3919983803767,9,1,1,"niemann"
17,2642,2590,23.4035087719298,40.209211652983,9,0,0,"niemann"
17,2642,2686,7.93617021276596,10.6840072585539,9,0,0,"niemann"
17,2642,2615,19.2191780821918,32.6688972773044,9,0,0,"niemann"
17,2642,2656,24.6829268292683,30.2532022787347,9,1,1,"niemann"
17,2642,2601,13.6818181818182,17.5708171472469,9,0,1,"niemann"
17,2637,2221,13.8181818181818,30.7035887056877,9,0,0,"niemann"
17,2637,2386,39.3918918918919,44.3898722151328,9,1,0,"niemann"
17,2637,2496,36.8,64.9197406593151,9,0,0,"niemann"
